741,1st Half - Matchbet and both teams to score
742,"Winning margins VBL, including overtime"
743,Halftime - Total margins VBL
744,Total including overtime VBL - home team
745,Total including overtime VBL - away team
746,Who wins the rest of the third period?
747,Who wins the rest of the fourth period?
748,Highest Scoring Half awayteam
749,Highest Scoring Half hometeam
750,Half Time / Full Time
751,[mapNr!] Map - Total Kills [total]
752,Total range Rugby Sevens
753,Halftime - Total range Rugby Sevens
754,Number of home goals
755,Number of away goals
756,"Halftime - Winning margins, handball"
757,Total range
758,1st Half - Total range
759,Total range hometeam
760,Total range awayteam
761,1st Half - Total range hometeam
762,1st Half - Total range awayteam
763,Highest scoring team in either half
764,[mapNr!] Map [roundNr!] Round - First Blood
765,[mapNr!] Map - Which team wins race to [roundNr] rounds
766,"[mapNr!] Map - Odd/Even Rounds, including overtime"
767,"[mapNr!] Map - Total Headshots [total], including overtime"
768,"[mapNr!] Map - Will there be an ace, including overtime"
769,[mapNr!] Map [roundNr!] Round - Total Kills [total]
770,[mapNr!] Map [roundNr!] Round - Asian Kills Handicap [handicap]
771,[mapNr!] Map [roundNr!] Round - Total Kills hometeam [total]
772,[mapNr!] Map [roundNr!] Round - Total Kills awayteam [total]
773,[mapNr!] Map [roundNr!] Round - Bomb planted
774,[mapNr!] Map [roundNr!] Round - Bomb defused
775,[mapNr!] Map - Total Aegis [total]
776,[mapNr!] Map - Total Towers [total]
777,Maximum consecutive runs by either team
778,When will the match be decided
779,"When will the [runNr!] run be scored, including overtime"
780,Total scoreless innings
781,"Both teams over [total], including overtime"
782,"First 5 innings and Matchbet, including overtime"
783,Who scores most runs for innings [from]-[to]
784,Asian handicap for innings [from]-[to]
785,Odd/Even for innings [from]-[to]
786,Asian handicap for [inningNr!] inning
787,Total hometeam for [inningNr!] inning
788,Total awayteam for [inningNr!] inning
789,Hometeam to score for [inningNr!] inning
790,Awayteam to score for [inningNr!] inning
791,Both teams to score for [inningNr!] inning
792,[mapNr!] Map 1st Half - Which team will win
793,"Winning margins, aussie rules"
794,"Total range, aussie rules"
795,"Halftime - Winning margins, aussie rules"
796,"1st Half - Total range, aussie rules"
797,"Winning margins for [periodNr!] period, aussie rules"
798,"Total range for [periodNr!] period, aussie rules"
799,[mapNr!] Map - Total Dragons [total]
800,[mapNr!] Map - Total Barons [total]
801,1st Half - Correct Score
802,Away team to win
803,Home team to win
804,Any team to win
